term	corpus_freq	category
חםגד	1	final_midword
חםגו	1	final_midword
חםד	1	final_midword
חםוית	1	final_midword
חםידו	1	final_midword
חמיןאף	1	final_midword
חמיןבבי	1	final_midword
חמךץ	1	final_midword
חמץגא	1	final_midword
חמץגב	1	final_midword
חמץגד	1	final_midword
חמץך	1	final_midword
חמץעדלת	1	final_midword
חמץשיירי	1	final_midword
חמריןטעינין	1	final_midword
חמשיםוצל	1	final_midword
חןגד	1	final_midword
חןזרת	1	final_midword
חןטא	1	final_midword
חןמ	1	final_midword
חןנן	1	final_midword
חןנפ	1	final_midword
חןצה	1	final_midword
חןקת	1	final_midword
חנךגב	1	final_midword
חנןת	1	final_midword
חסידיםך	1	final_midword
חסימןא	1	final_midword
חסימןם	1	final_midword
חסימןן	1	final_midword
חסיןית	1	final_midword
חסרוןן	1	final_midword
חסרוןנות	1	final_midword
חףגא	1	final_midword
חףיי	1	final_midword
חפץך	1	final_midword
חפץץ	1	final_midword
חפציםבכמה	1	final_midword
חץגא	1	final_midword
חץגד	1	final_midword
חץגה	1	final_midword
חצןגא	1	final_midword
חצןגג	1	final_midword
חקלךלא	1	final_midword
חרםגב	1	final_midword
חרןועינך	1	final_midword
חרןץ	1	final_midword
חרניןחקלתה	1	final_midword
חרףגד	1	final_midword
חרץגא	1	final_midword
חרץגב	1	final_midword
חרץגו	1	final_midword
חשבוןא	1	final_midword
חשבוןן	1	final_midword
חשבוןשל	1	final_midword
חשןבי	1	final_midword
טw	1	mixed
טבוןדי	1	final_midword
טביןלטביא	1	final_midword
טוr	1	mixed
טובt	1	mixed
טוביםובספר	1	final_midword
טועןהוי	1	final_midword
טועןן	1	final_midword
טורףממשעבדי	1	final_midword
טושןע	1	final_midword
טחןגא	1	final_midword
טיחיןסח	1	final_midword
טיןוחפא	1	final_midword
טיןוחפנ	1	final_midword
טיןחמ	1	final_midword
טיפיןם	1	final_midword
טירןדפילן	1	final_midword
טמאיםף	1	final_midword
טמוןן	1	final_midword
טןב	1	final_midword
טןגא	1	final_midword
טןגב	1	final_midword
טןגד	1	final_midword
טןגה	1	final_midword
טןגו	1	final_midword
טןגז	1	final_midword
טןמאת	1	final_midword
טןר	1	final_midword
טעוןהוא	1	final_midword
טעותךיתי	1	final_midword
טעםג	1	final_midword
טעםזה	1	final_midword
טעםי	1	final_midword
טעםיש	1	final_midword
טעםכעיקר	1	final_midword
טעםלגידם	1	final_midword
טעםמי	1	final_midword
טעםף	1	final_midword
טעןגב	1	final_midword
טףגב	1	final_midword
טףגד	1	final_midword
טףגה	1	final_midword
טפחיםג	1	final_midword
טרטןגב	1	final_midword
טרןגא	1	final_midword
יb	1	mixed
יs	1	mixed
יshv	1	mixed
יsעתי	1	mixed
יuדה	1	mixed
יאc	1	mixed
יאהאוךה	1	final_midword
יאיןאקרב	1	final_midword
יאיןמזחלא	1	final_midword
יאםף	1	final_midword
יבוםקרובה	1	final_midword
יביןוית	1	final_midword
יביןמל	1	final_midword
יביןקדמ	1	final_midword
יבםה	1	final_midword
יבםתו	1	final_midword
יברךאת	1	final_midword
ידועיםכל	1	final_midword
ידיךיך	1	final_midword
ידיךך	1	final_midword
ידיםמעלה	1	final_midword
ידיןעמיא	1	final_midword
ידךואחוד	1	final_midword
ידךל	1	final_midword
ידךלאח	1	final_midword
ידעינןשכיוון	1	final_midword
יהויןחמיע	1	final_midword
יהויקיםבר	1	final_midword
יהוןאסירין	1	final_midword
יהוןדכסף	1	final_midword
יהוןוא	1	final_midword
יהוןלבנוהי	1	final_midword
יהוןלמיסא	1	final_midword
יהוןלמערבא	1	final_midword
יהוןמכונין	1	final_midword
יהונתןזל	1	final_midword
יהםחתה	1	final_midword
יהןד	1	final_midword
יהןה	1	final_midword
יואהצצבירוןו	1	final_midword
יודיןב	1	final_midword
יודיןו	1	final_midword
יודיןשהם	1	final_midword
יוחנןאינו	1	final_midword
יוחנןאני	1	final_midword
יוחנןהכל	1	final_midword
יוחנןק	1	final_midword
יוחנןשאומר	1	final_midword
יוםביומ	1	final_midword
יוםהשביעי	1	final_midword
יוםוהדקל	1	final_midword
יוםולתרומה	1	final_midword
יוםז	1	final_midword
יוםי	1	final_midword
יוםיי	1	final_midword
יוםכפור	1	final_midword
יוםם	1	final_midword
יומיןבמדברא	1	final_midword
יומיןולא	1	final_midword
יומיןס	1	final_midword
יוןגב	1	final_midword
יוןתר	1	final_midword
יונךן	1	final_midword
יוסימןפו	1	final_midword
יוסףבהיותו	1	final_midword
יוסףהוא	1	final_midword
יוסףוהוחזרו	1	final_midword
יוסףלכן	1	final_midword
יוסףמסופק	1	final_midword
יוסףס	1	final_midword
יוסףסף	1	final_midword
יוסףעמ	1	final_midword
יוסףף	1	final_midword
יוסףץ	1	final_midword
יוצtים	1	mixed
יוצאיןלפועל	1	final_midword
יורשםי	1	final_midword
יושיעךו	1	final_midword
יותםבר	1	final_midword
יזליןע	1	final_midword
יחוסימןם	1	final_midword
יחיםקודם	1	final_midword
יחמיץיתך	1	final_midword
יחסימןון	1	final_midword
יחסנוןלכ	1	final_midword
יחרםגבר	1	final_midword
יטיןותחפי	1	final_midword
ייייי	1	repeat_letter
יימםולילי	1	final_midword
יימםוליליא	1	final_midword
ייןא	1	final_midword
ייןב	1	final_midword
ייןג	1	final_midword
ייןונמצא	1	final_midword
ייןעל	1	final_midword
ייןף	1	final_midword
יךו	1	final_midword
יךוהמניכא	1	final_midword
יךוזעיר	1	final_midword
יךית	1	final_midword
יךל	1	final_midword
יךלהון	1	final_midword
יךלחוד	1	final_midword
יךמסיא	1	final_midword
יךס	1	final_midword
יכוליןלהזימם	1	final_midword
יכוליןלחטוף	1	final_midword
יכוןארי	1	final_midword
יכוןלאס	1	final_midword
יכוןן	1	final_midword
יכךלמס	1	final_midword
יכליןלמ	1	final_midword
יכןל	1	final_midword
יכןלים	1	final_midword
ילדךולא	1	final_midword
יליןלאב	1	final_midword
ילךיה	1	final_midword
ילפנךועל	1	final_midword
יםגרך	1	final_midword
יםודדנים	1	final_midword
יםוח	1	final_midword
יםיבה	1	final_midword
יםמתערע	1	final_midword
יםס	1	final_midword
יםפיק	1	final_midword
יםתר	1	final_midword
ימותוןאלין	1	final_midword
ימיo	1	mixed
ימיךם	1	final_midword
ימיםיוד	1	final_midword
ימיםעל	1	final_midword
ימיםקודם	1	final_midword
ימיםשלושה	1	final_midword
ימיןומח	1	final_midword
ימיןט	1	final_midword
ימיןניקב	1	final_midword
ימיןעם	1	final_midword
ימינךיי	1	final_midword
ימםולילי	1	final_midword
ימםש	1	final_midword
יממיןו	1	final_midword
ימןאנ	1	final_midword
ימןוטבן	1	final_midword
ימןר	1	final_midword
יןא	1	final_midword
יןאי	1	final_midword
יןאיב	1	final_midword
יןאע	1	final_midword
יןארי	1	final_midword
יןאתית	1	final_midword
יןבטלין	1	final_midword
יןגברא	1	final_midword
יןגולתא	1	final_midword
יןדא	1	final_midword
יןדלא	1	final_midword
יןדמ	1	final_midword
יןדר	1	final_midword
יןהיא	1	final_midword
יןהעדי	1	final_midword
יןואת	1	final_midword
יןוגבורן	1	final_midword
יןוגמלין	1	final_midword
יןוחפא	1	final_midword
יןוחקלין	1	final_midword
יןויצב	1	final_midword
יןוית	1	final_midword
יןועד	1	final_midword
יןותרין	1	final_midword
יןזמנין	1	final_midword
יןחדא	1	final_midword
יןחמר	1	final_midword
יןיהיב	1	final_midword
יןיומא	1	final_midword
יןלא	1	final_midword
יןלאעקא	1	final_midword
יןלות	1	final_midword
יןלחינתא	1	final_midword
יןלי	1	final_midword
יןלית	1	final_midword
יןלך	1	final_midword
יןלמהוי	1	final_midword
יןלעינא	1	final_midword
יןלרעוא	1	final_midword
יןמלכין	1	final_midword
יןמן	1	final_midword
יןמעל	1	final_midword
יןמתיבא	1	final_midword
יןסריגתא	1	final_midword
יןע	1	final_midword
יןעד	1	final_midword
יןעזקתא	1	final_midword
יןעליכ	1	final_midword
יןענ	1	final_midword
יןצא	1	final_midword
יןצרעה	1	final_midword
יןקדמי	1	final_midword
יןקרוין	1	final_midword
יןקרח	1	final_midword
יןר	1	final_midword
יןרברבין	1	final_midword
יןתר	1	final_midword
ינוןולבניך	1	final_midword
ינחנןו	1	final_midword
ינךוכל	1	final_midword
ינךולא	1	final_midword
יסימןיעו	1	final_midword
יסימןרו	1	final_midword
יסימןרם	1	final_midword
יסימןתנו	1	final_midword
יסתוםו	1	final_midword
יעידוךג	1	final_midword
יעייןבו	1	final_midword
יעלינוןולא	1	final_midword
יעןכיעליותיהם	1	final_midword
יעןש	1	final_midword
יףימא	1	final_midword
יףירדנא	1	final_midword
יףית	1	final_midword
יףלא	1	final_midword
יפיןא	1	final_midword
יפיןיפליג	1	final_midword
יפםד	1	final_midword
יפןל	1	final_midword
יפסימןדו	1	final_midword
יץום	1	final_midword
יץל	1	final_midword
יצדיןמ	1	final_midword
יקובהדיןאתההר	1	final_midword
יקוםד	1	final_midword
יקומוןאם	1	final_midword
יקומוןומן	1	final_midword
יקומוןעמכ	1	final_midword
יקיםלך	1	final_midword
יקליןביריחו	1	final_midword
יקרבוןית	1	final_midword
ירוןמ	1	final_midword
ירושליםבחיל	1	final_midword
ירחיןו	1	final_midword
ירחיןקדמאי	1	final_midword
ירחםעליהון	1	final_midword
יריןול	1	final_midword
ירןלמחזי	1	final_midword
ישבוןוגו	1	final_midword
ישיםה	1	final_midword
ישיניםא	1	final_midword
ישףאל	1	final_midword
ישריםיבורך	1	final_midword
יתבינןג	1	final_midword
יתברךאבל	1	final_midword
יתהוןארמ	1	final_midword
יתהוןבבי	1	final_midword
יתהוןוחלוני	1	final_midword
יתהוןוי	1	final_midword
יתהוןמ	1	final_midword
יתהוןעל	1	final_midword
יתהלךאיש	1	final_midword
יתוםבהעדר	1	final_midword
יתומיםא	1	final_midword
יתיךואם	1	final_midword
יתךית	1	final_midword
יתךלות	1	final_midword
יתךלעם	1	final_midword
יתךלצדו	1	final_midword
יתךעל	1	final_midword
יתכוןותדבח	1	final_midword
יתכוןמ	1	final_midword
יתןבעתו	1	final_midword
יתןלו	1	final_midword
יתריםעל	1	final_midword
יתרךיתכון	1	final_midword
ךאמר	1	final_midword
ךאנא	1	final_midword
ךאתר	1	final_midword
ךבא	1	final_midword
ךבקוגטרסים	1	final_midword
ךברם	1	final_midword
ךגב	1	final_midword
ךדא	1	final_midword
ךדחלן	1	final_midword
ךדרוש	1	final_midword
ךהיות	1	final_midword
ךהכעיס	1	final_midword
ךהפסיק	1	final_midword
ךהשו	1	final_midword
ךואבידע	1	final_midword
ךואמרית	1	final_midword
ךוב	1	final_midword
ךודחל	1	final_midword
ךויהב	1	final_midword
ךויח	1	final_midword
ךויס	1	final_midword
ךוית	1	final_midword
ךוכל	1	final_midword
ךוכנל	1	final_midword
ךומר	1	final_midword
ךונה	1	final_midword
ךועבדך	1	final_midword
ךועד	1	final_midword
ךועי	1	final_midword
ךועל	1	final_midword
ךות	1	final_midword
ךותיכ	1	final_midword
ךזא	1	final_midword
ךזער	1	final_midword
ךחדר	1	final_midword
ךחסינין	1	final_midword
ךחצר	1	final_midword
ךחק	1	final_midword
ךי	1	final_midword
ךיאין	1	final_midword
ךיברך	1	final_midword
ךיטוך	1	final_midword
ךיי	1	final_midword
ךינפ	1	final_midword
ךיעבד	1	final_midword
ךיענה	1	final_midword
ךיעקב	1	final_midword
ךכד	1	final_midword
ךכלבו	1	final_midword
ךלאס	1	final_midword
ךלהתה	1	final_midword
ךלזמן	1	final_midword
ךלזרעא	1	final_midword
ךלחדא	1	final_midword
ךלי	1	final_midword
ךליקר	1	final_midword
ךלמ	1	final_midword
ךלמימר	1	final_midword
ךלמקרב	1	final_midword
ךלסהיד	1	final_midword
ךם	1	final_midword
ךמא	1	final_midword
ךמהלכא	1	final_midword
ךמחייבים	1	final_midword
ךמימר	1	final_midword
ךמכ	1	final_midword
ךמלמק	1	final_midword
ךממלל	1	final_midword
ךמקום	1	final_midword
ךמרמתא	1	final_midword
ךנזמן	1	final_midword
ךסלק	1	final_midword
ךססג	1	final_midword
ךעורז	1	final_midword
ךעין	1	final_midword
ךעליהון	1	final_midword
ךף	1	final_midword
ךפיוס	1	final_midword
ךפיכך	1	final_midword
ךפני	1	final_midword
ךץ	1	final_midword
ךץךש	1	final_midword
ךצ	1	final_midword
ךצךכא	1	final_midword
ךק	1	final_midword
ךקבלין	1	final_midword
ךקדושין	1	final_midword
ךקדם	1	final_midword
ךקו	1	final_midword
ךרבות	1	final_midword
ךרבנן	1	final_midword
ךרחליך	1	final_midword
ךרך	1	final_midword
ךרשות	1	final_midword
ךשל	1	final_midword
כh	1	mixed
כhון	1	mixed
כj	1	mixed
כjות	1	mixed
כkיו	1	mixed
כnו	1	mixed
כt	1	mixed
כאילךו	1	final_midword
כאןבגט	1	final_midword
כאןג	1	final_midword
כאןוו	1	final_midword
כאןזה	1	final_midword
כאןכנל	1	final_midword
כאןם	1	final_midword
כאןמשום	1	final_midword
כאןף	1	final_midword
כאנןסהדי	1	final_midword
כבודםבתבנית	1	final_midword
כבשןגא	1	final_midword
כגוןאם	1	final_midword
כגוןאשה	1	final_midword
כגוןב	1	final_midword
כגוןשהיה	1	final_midword
כגזלןאלמא	1	final_midword
כגןן	1	final_midword
כדg	1	mixed
כדאמרינןבפרק	1	final_midword
כדאשכחןבעז	1	final_midword
כדבםמוך	1	final_midword
כדוןגג	1	final_midword
כדיןאמנה	1	final_midword
כדיןב	1	final_midword
כדינןחסרות	1	final_midword
כדישתךע	1	final_midword
כדמיןן	1	final_midword
כדמסימןים	1	final_midword
כדןגה	1	final_midword
כדפh	1	mixed
כדרךבהנאה	1	final_midword
כדתנןבפרק	1	final_midword
כהאומריםתצפה	1	final_midword
כהןא	1	final_midword
כהןבחלה	1	final_midword
כהןשירצו	1	final_midword
כהניםא	1	final_midword
כוa	1	mixed
כווןגא	1	final_midword
כוךו	1	final_midword
כולםב	1	final_midword
כולםם	1	final_midword
כולןד	1	final_midword
כולןם	1	final_midword
כולןשלם	1	final_midword
כוןונת	1	final_midword
כוןתיה	1	final_midword
כותביוןבארות	1	final_midword
כותביןואמר	1	final_midword
כזהz	1	mixed
כחןמהימנא	1	final_midword
כחתםן	1	final_midword
כיוןi	1	mixed
כיוןגג	1	final_midword
כיוןדאמר	1	final_midword
כיוןדאמרה	1	final_midword
כיוןדאשתרוף	1	final_midword
כיוןדבזמן	1	final_midword
כיוןדבשעה	1	final_midword
כיוןדליתליה	1	final_midword
כיוןדלל	1	final_midword
כיוןדלת	1	final_midword
כיוןדמבלעדו	1	final_midword
כיוןדמשך	1	final_midword
כיוןדצריך	1	final_midword
כיוןדתורה	1	final_midword
כיוןהמרדכי	1	final_midword
כיוןשאינו	1	final_midword
כיוןשגשאלמאדונו	1	final_midword
כיוןשכתבו	1	final_midword
כיוןשרא	1	final_midword
כיםוי	1	final_midword
כיןו	1	final_midword
כיןם	1	final_midword
כיןן	1	final_midword
כיןעזקן	1	final_midword
כיןר	1	final_midword
כיףגיב	1	final_midword
כךz	1	mixed
כךאף	1	final_midword
כךבני	1	final_midword
כךג	1	final_midword
כךגדרהמאורע	1	final_midword
כךהיה	1	final_midword
כךויהא	1	final_midword
כךטמא	1	final_midword
כךישראל	1	final_midword
כךכך	1	final_midword
כךעש	1	final_midword
כךפתיחהטובת	1	final_midword
כךר	1	final_midword
כךשאסור	1	final_midword
כךשוב	1	final_midword
כככ	1	repeat_letter
ככסףף	1	final_midword
כלוo	1	mixed
כלוםדאם	1	final_midword
כלוםופי	1	final_midword
כלוםעכל	1	final_midword
כלוםצריך	1	final_midword
כליהםמד	1	final_midword
כליוםויוםמתברך	1	final_midword
כליםבכלים	1	final_midword
כליםיש	1	final_midword
כליםמקבלים	1	final_midword
כליםף	1	final_midword
כלישרתמקדשיןשלא	1	final_midword
כלןד	1	final_midword
כלפןן	1	final_midword
כלתןוח	1	final_midword
כלתןוידעינ	1	final_midword
כםאו	1	final_midword
כםוית	1	final_midword
כםן	1	final_midword
כםש	1	final_midword
כםתם	1	final_midword
כמאןדפריסא	1	final_midword
כמדt	1	mixed
כמוןגא	1	final_midword
כמןגב	1	final_midword
כמצוייןבשוליהגליון	1	final_midword
כןamp	1	mixed
כןאומר	1	final_midword
כןאלא	1	final_midword
כןאליבא	1	final_midword
כןאמרת	1	final_midword
כןאשר	1	final_midword
כןב	1	final_midword
כןבזכירה	1	final_midword
כןבכל	1	final_midword
כןבמתניתין	1	final_midword
כןג	1	final_midword
כןדהרי	1	final_midword
כןהוא	1	final_midword
כןהי	1	final_midword
כןו	1	final_midword
כןולא	1	final_midword
כןוצע	1	final_midword
כןזה	1	final_midword
כןיהב	1	final_midword
כןכ	1	final_midword
כןל	1	final_midword
כןלא	1	final_midword
כןלזרעיתה	1	final_midword
כןלי	1	final_midword
כןמהני	1	final_midword
כןן	1	final_midword
כןןתיה	1	final_midword
כןעש	1	final_midword
כןשאם	1	final_midword
כןתבו	1	final_midword
כנk	1	mixed
כנגרamp	1	mixed
כנםת	1	final_midword
כנעןארץ	1	final_midword
כנעןואכ	1	final_midword
כנעןוהא	1	final_midword
כנעןלות	1	final_midword
כנעןמן	1	final_midword
כנתחמץן	1	final_midword
כסןגב	1	final_midword
כסףגד	1	final_midword
כסףלא	1	final_midword
כסףממ	1	final_midword
כסףקינ	1	final_midword
כעיןסברת	1	final_midword
כעןא	1	final_midword
כעןה	1	final_midword
כעןידעית	1	final_midword
כעןלותי	1	final_midword
כעןמן	1	final_midword
כעןמנעני	1	final_midword
כעןעל	1	final_midword
כעןעמי	1	final_midword
כףבגימטריא	1	final_midword
כףגג	1	final_midword
כףגד	1	final_midword
כףגי	1	final_midword
כףגיב	1	final_midword
כףמאזנים	1	final_midword
כףסמך	1	final_midword
כפוריםה	1	final_midword
כפיןד	1	final_midword
כפיןה	1	final_midword
כפןעל	1	final_midword
כפןף	1	final_midword
כקניןאישות	1	final_midword
כרבןגמליאל	1	final_midword
כרבנןד	1	final_midword
כרבנןורנ	1	final_midword
כרוךותני	1	final_midword
כרחךדפטרו	1	final_midword
כרחךשבקיה	1	final_midword
כריכןעד	1	final_midword
כריןחמ	1	final_midword
כרךגב	1	final_midword
כרךע	1	final_midword
כרכוםגא	1	final_midword
כרםגג	1	final_midword
כרםשלוקין	1	final_midword
כרסךונ	1	final_midword
כרףבם	1	final_midword
כרףגא	1	final_midword
כרףגב	1	final_midword
כרצוןאונס	1	final_midword
כרצוןאיש	1	final_midword
כשבאיםלעולם	1	final_midword
כשהפסימןדו	1	final_midword
כשיוהןש	1	final_midword
כשםשמלךעל	1	final_midword
כשמדליקיןגבו	1	final_midword
כשמסיריןב	1	final_midword
כשמתםלל	1	final_midword
כשנאםף	1	final_midword
כשרואיןאחכ	1	final_midword
כשריםהמנחות	1	final_midword
כתץוב	1	final_midword
לapples	1	mixed
לaquarium	1	mixed
לbeauty	1	mixed
לdillmann	1	mixed
לg	1	mixed
לjזור	1	mixed
לl	1	mixed
לpetting	1	mixed
לr	1	mixed
לrבוות	1	mixed
לsבר	1	mixed
לאa	1	mixed
לאc	1	mixed
לאf	1	mixed
לאבדוןברגע	1	final_midword
לאבהתךו	1	final_midword
לאבריםגכ	1	final_midword
לאדםלחטא	1	final_midword
לאהרןומחצה	1	final_midword
לאהרןן	1	final_midword
לאודןעיה	1	final_midword
לאויןא	1	final_midword
לאורהעליוןולאשוכך	1	final_midword
לאותןמפרשים	1	final_midword
לאחירםזרעית	1	final_midword
לאחריםג	1	final_midword
לאכוןל	1	final_midword
לאכםנאי	1	final_midword
לאליןי	1	final_midword
לאלףך	1	final_midword
לאםנלעל	1	final_midword
לאםף	1	final_midword
לאנןחי	1	final_midword
לאסימןנטירונג	1	final_midword
לאפןקי	1	final_midword
לארץב	1	final_midword
לבkי	1	mixed
לבבכךם	1	final_midword
לבהוןעמהון	1	final_midword
לביכוריםלא	1	final_midword
לביתךאסג	1	final_midword
לבךך	1	final_midword
לבכיןמעזלא	1	final_midword
לבלביןו	1	final_midword
לבםבוער	1	final_midword
לבםו	1	final_midword
לבםוף	1	final_midword
לבןא	1	final_midword
לבןגא	1	final_midword
לבןגג	1	final_midword
לבןגה	1	final_midword
לבןגרתי	1	final_midword
לבןואתיב	1	final_midword
לבןלרחל	1	final_midword
לבןעבד	1	final_midword
לבןר	1	final_midword
לבניךא	1	final_midword
לבניםב	1	final_midword
לבנךא	1	final_midword
לבסוףכדגמתזה	1	final_midword
לבסןף	1	final_midword
לבעליךה	1	final_midword
לבעליםמתנות	1	final_midword
לברכתךו	1	final_midword
לגויםאלו	1	final_midword
לגירושיןולא	1	final_midword
לדc	1	mixed
לדוןעוד	1	final_midword
לדיןגורם	1	final_midword
לדיןין	1	final_midword
לדריכוןלמדע	1	final_midword
לדתהוןגר	1	final_midword
לדתיביןלאורית	1	final_midword
להb	1	mixed
להpתח	1	mixed
להxגיר	1	mixed
להביןאם	1	final_midword
להביןדהא	1	final_midword
להגאוןן	1	final_midword
להוךיעך	1	final_midword
להוןהגי	1	final_midword
להוןועבד	1	final_midword
להוןלבית	1	final_midword
להוןליקר	1	final_midword
להוןלקד	1	final_midword
להוןן	1	final_midword
להוןקרבין	1	final_midword
להוציאםם	1	final_midword
להיפךדכשבא	1	final_midword
להיפןך	1	final_midword
להכנסבארוןאלאמיששמרלבריתזו	1	final_midword
להםאמור	1	final_midword
להםל	1	final_midword
להםם	1	final_midword
להםן	1	final_midword
להםקרקע	1	final_midword
להםשלחים	1	final_midword
להםשליו	1	final_midword
להםתטהרו	1	final_midword
להמםו	1	final_midword
להמתhן	1	mixed
להןא	1	final_midword
להןית	1	final_midword
להןלא	1	final_midword
להןלפת	1	final_midword
להןציאם	1	final_midword
להןרברב	1	final_midword
להנןהגין	1	final_midword
להסימןת	1	final_midword
להספיs	1	mixed
להפםד	1	final_midword
להפסימןק	1	final_midword
להקיףאת	1	final_midword
להקרhב	1	mixed
להקשןת	1	final_midword
להרבניםשמן	1	final_midword
להשליםלי	1	final_midword
להשםיתברך	1	final_midword
לוw	1	mixed
לווףד	1	final_midword
לוסימןף	1	final_midword
לוףי	1	final_midword
לוקיןעליו	1	final_midword
לותיךלביתא	1	final_midword
לותיךמת	1	final_midword
לותךולא	1	final_midword
לותךית	1	final_midword
לותךלמצר	1	final_midword
לותךרברביא	1	final_midword
לזוןלבחי	1	final_midword
לזכותץו	1	final_midword
לחוןמן	1	final_midword
לחזיקיןמהי	1	final_midword
לחייבסןל	1	final_midword
לחכםויחכם	1	final_midword
לחלןץ	1	final_midword
לחםגב	1	final_midword
לחםהפניס	1	final_midword
לחםלאכול	1	final_midword
לחםעני	1	final_midword
לחןבית	1	final_midword
לחןעבדין	1	final_midword
לחנהוןואפרוק	1	final_midword
לחתנוןואזלו	1	final_midword
ליבםאשה	1	final_midword
ליגיןלתרין	1	final_midword
לידיםטהורות	1	final_midword
ליךהפתגם	1	final_midword
ליךויקר	1	final_midword
ליכיןזרעית	1	final_midword
לילוןוק	1	final_midword
לילףמיני	1	final_midword
ליםארי	1	final_midword
ליםיהי	1	final_midword
ליםלנכסת	1	final_midword
ליםמך	1	final_midword
ליםמן	1	final_midword
ליםקדם	1	final_midword
ליןואלין	1	final_midword
ליסתךו	1	final_midword
ליפשיטץמגאסטינין	1	final_midword
ליץן	1	final_midword
לישןבאוהל	1	final_midword
לישןהיו	1	final_midword
לישתךם	1	final_midword
ליתןלו	1	final_midword
ליתןלנכרי	1	final_midword
לךאלא	1	final_midword
לךאנון	1	final_midword
לךאתקטלא	1	final_midword
לךאתר	1	final_midword
לךד	1	final_midword
לךדאתמר	1	final_midword
לךה	1	final_midword
לךואקימ	1	final_midword
לךוחזת	1	final_midword
לךולאבהתך	1	final_midword
לךולבניך	1	final_midword
לךונדרך	1	final_midword
לךוקח	1	final_midword
לךותימר	1	final_midword
לךחכמים	1	final_midword
לךי	1	final_midword
לךיה	1	final_midword
לךל	1	final_midword
לךלא	1	final_midword
לךלאל	1	final_midword
לךלך	1	final_midword
לךלערעא	1	final_midword
לךם	1	final_midword
לךמה	1	final_midword
לךמכילן	1	final_midword
לךמן	1	final_midword
לךנ	1	final_midword
לךסנ	1	final_midword
לךעבודה	1	final_midword
לךעל	1	final_midword
לךקדמי	1	final_midword
לךקליא	1	final_midword
לךקר	1	final_midword
לךשהנביאים	1	final_midword
לךשלום	1	final_midword
לךשם	1	final_midword
לךשמה	1	final_midword
לךתוס	1	final_midword
לכkי	1	mixed
לכדךנדרה	1	final_midword
לכהםפ	1	final_midword
לכהןחלה	1	final_midword
לכהניםא	1	final_midword
לכהניםאלא	1	final_midword
לכהניםראה	1	final_midword
לכוכביםומזלות	1	final_midword
לכומריםא	1	final_midword
לכוןבין	1	final_midword
לכוןברמ	1	final_midword
לכוןלעבדין	1	final_midword
לכךבארוה	1	final_midword
לכךלא	1	final_midword
לכךן	1	final_midword
לכךף	1	final_midword
לכםב	1	final_midword
לכםיהי	1	final_midword
לכםעד	1	final_midword
לכןאף	1	final_midword
לכןב	1	final_midword
לכןבא	1	final_midword
לכןבחזקת	1	final_midword
לכןבשני	1	final_midword
לכןהנון	1	final_midword
לכןזכו	1	final_midword
לכןן	1	final_midword
לכןנלעד	1	final_midword
לכןפו	1	final_midword
לכנםי	1	final_midword
לכתjילה	1	mixed
לכתןב	1	final_midword
ללמןד	1	final_midword
לםא	1	final_midword
לםאב	1	final_midword
לםאוטי	1	final_midword
לםאם	1	final_midword
לםאנא	1	final_midword
לםארי	1	final_midword
לםארימ	1	final_midword
לםביא	1	final_midword
לםדות	1	final_midword
לםדינא	1	final_midword
לםהאפ	1	final_midword
לםו	1	final_midword
לםולא	1	final_midword
לםח	1	final_midword
לםידי	1	final_midword
לםך	1	final_midword
לםלב	1	final_midword
לםלי	1	final_midword
לםלמרוהי	1	final_midword
לםמב	1	final_midword
לםנינו	1	final_midword
לםס	1	final_midword
לםעל	1	final_midword
לםפועל	1	final_midword
לםקר	1	final_midword
לםריק	1	final_midword
לםת	1	final_midword
למאןדחסף	1	final_midword
למאןדלית	1	final_midword
למדוןן	1	final_midword
למדיןה	1	final_midword
למדןית	1	final_midword
למהךבא	1	final_midword
למילףימים	1	final_midword
למיןארי	1	final_midword
למיןיה	1	final_midword
למיןלמחטי	1	final_midword
למיןלעלתא	1	final_midword
למיקםמן	1	final_midword
למיקנןןחו	1	final_midword
למלפיןה	1	final_midword
למםעיו	1	final_midword
למןדמ	1	final_midword
למעיןטמא	1	final_midword
למעןליערו	1	final_midword
למפרg	1	mixed
למצןת	1	final_midword
למקומםהאוכל	1	final_midword
למרחםיתה	1	final_midword
למתןנצחנא	1	final_midword
לןגא	1	final_midword
לןדן	1	final_midword
לןזוזי	1	final_midword
לןח	1	final_midword
לןידו	1	final_midword
לןך	1	final_midword
לןלהלכה	1	final_midword
לןצערא	1	final_midword
לןקדמ	1	final_midword
לנכוןזקיני	1	final_midword
לנכסימןו	1	final_midword
לנםכים	1	final_midword
לננסיןשמונה	1	final_midword
לנסימןם	1	final_midword
לסימןדור	1	final_midword
לסימןדר	1	final_midword
לסימןלון	1	final_midword
לסמוםך	1	final_midword
לסמןך	1	final_midword
לעבדךל	1	final_midword
לעדןד	1	final_midword
לעוךם	1	final_midword
לעולםאין	1	final_midword
לעולםם	1	final_midword
לעולםמותרת	1	final_midword
לעולםן	1	final_midword
לעכוםשליחות	1	final_midword
לעלםי	1	final_midword
לעלמיןד	1	final_midword
לעםא	1	final_midword
לעםומלילו	1	final_midword
לעםס	1	final_midword
לעםעמ	1	final_midword
לעםרב	1	final_midword
לעממיןסגיאין	1	final_midword
לעןבד	1	final_midword
לעניןזה	1	final_midword
לעניןמוסף	1	final_midword
לעניןמלאכת	1	final_midword
לעניןמשיח	1	final_midword
